Date,Trips over the past 24-hours (midnight to 11:59pm),Cumulative trips (since launch):,Miles traveled today (midnight to 11:59 pm),Miles traveled to date:,Total Annual Members,Annual Member Sign-Ups (midnight to 11:59 pm),24-Hour Passes Purchased (midnight to 11:59 pm),7-Day Passes Purchased (midnight to 11:59 pm)
12/9/16,33540,"	37713141",63950,"	73924765",206021,214,31
12/10/16,22379,37735520,52716,73977481,206033,490,20
12/11/16,17798,"	37753318",41740,"	74019221",206049,287,6
12/12/16,29035,"	37782353",58701,"	74077922",206066,175,14
12/13/16,39023,"	37821376",68858,"	74146780",206090,299,21
12/14/16,37799,"	37859175",71798,"	74218578",206130,257,16
12/15/16,25002,"	37884177",45840,"	74264418",206145,80,13
12/16/16,24484,"	37908661",48288,"	74312706",206171,139,11
12/17/16,6993,"	37915654",22363,"	74335069",206176,36,7
12/18/16,16295,"	37931949",38459,"	74373528",206200,168,14
12/19/16,25648,"	37957597",50405,"	74423933",206225,119,12
12/20/16,27677,"	37985274",50408,"	74474341",206250,202,22
12/21/16,30611,"	38015885",55746,"	74530087",206270,244,20
12/22/16,30874,"	38046759",56441,"	74586528",206293,302,18
12/23/16,26335,"	38073094",53318,"	74639846",206320,399,27
12/24/16,8014,38081108,28033,"	74667879",206334,147,10
12/25/16,9919,38091027,38209,"	74706088",206369,1052,43
12/26/16,10774,"	38101801",32446,"	74738534",206400,315,27
12/27/16,25946,"	38127747",61379,"	74799913",206450,960,68
12/28/16,23596,"	38151343",52937,"	74852850",206476,619,38
12/29/16,13202,"	38164545",29631,"	74882481",206503,104,8
12/30/16,21366,"	38185911",45743,"	74928224",206543,641,49
12/31/16,15925,"	38201836",46810,"	74975034",206585,798,33
