,24-Hour Passes Purchased (midnight to 11:59 pm),24-Hour Passes Purchased (midnight to 11:59 pm)	7-Day Passes Purchased (midnight to 11:59 pm),3-Day Passes Purchased (midnight to 11:59 pm),7-Day Passes Purchased (midnight to 11:59 pm),Annual Member Sign-Ups (midnight to 11:59 pm),Cumulative trips (since launch),Cumulative trips (since launch):,Date,Miles traveled to date,Miles traveled to date:,Miles traveled today (midnight to 11:59 pm),Total Annual Members,Total Annual Members (All Time),Total Annual Memberships Sold,Trips over the past 24-hours (midnight to 11:59pm)
1,2147,,119.0,,,,"34,700,677",10/2/16,,"67,378,768",100425.0,,200664.0,,41018
2,1514,,183.0,,,,"34,757,046",10/3/16,,"67,495,450",116682.0,,200829.0,,56369
3,1035,,144.0,,,,"34,817,242",10/4/16,,"67,619,001",123551.0,,200954.0,,60196
4,1240,,160.0,,,,"34,882,273",10/5/16,,"67,745,943",126942.0,,201115.0,,65031
5,1580,,205.0,,,,"34,949,853",10/6/16,,"67,883,510",137567.0,,201234.0,,67580
6,2398,,222.0,,,,"35,015,734",10/7/16,,"68,026,122",142612.0,,201369.0,,65881
7,2002,,160.0,,,,"35,050,358",10/8/16,,"68,112,940",86818.0,,201485.0,,34624
8,713,,56.0,,,,"35,072,045",10/9/16,,"68,159,274",46334.0,,201539.0,,21687
9,2013,,163.0,,,,"35,124,293",10/10/16,,"68,266,761",107487.0,,201664.0,,52248
10,1172,,142.0,,,,"35,183,047",10/11/16,,"68,379,989",113228.0,,201761.0,,58754
11,1170,,153.0,,,,"35,240,544",10/12/16,,"68,499,840",119851.0,,201880.0,,57497
12,1064,,168.0,,,,"35,301,753",10/13/16,,"68,617,363",117523.0,,201984.0,,61209
13,1592,,183.0,,,,"35,362,314",10/14/16,,"68,740,363",123000.0,,202090.0,,60561
14,3904,,207.0,,,,"35,414,305",10/15/16,,"68,878,596",138233.0,,202215.0,,51991
15,3195,,172.0,,,,"35,463,171",10/16/16,,"69,005,146",126550.0,,202343.0,,48866
16,1447,,236.0,,,,"35,525,820",10/17/16,,"69,137,277",132131.0,,202502.0,,62649
17,1656,,194.0,,,,"35,594,044",10/18/16,,"69,280,912",143635.0,,202653.0,,68224
18,1902,,164.0,,,,"35,663,802",10/19/16,,"69,426,259",145347.0,,202772.0,,69758
19,1377,,198.0,,,,"35,727,470",10/20/16,,"69,557,945",131686.0,,202893.0,,63668
20,724,,102.0,,,,"35,768,335",10/21/16,,"69,638,732",80787.0,,202960.0,,40865
21,658,,45.0,,,,"35,793,636",10/22/16,,"69,694,289",55557.0,,203019.0,,25301
22,2616,,134.0,,,,"35,835,098",10/23/16,,"69,794,167",99878.0,,203137.0,,41462
23,1145,,146.0,,,,"35,890,352",10/24/16,,"69,901,060",106893.0,,203269.0,,55254
24,716,,102.0,,,,"35,943,019",10/25/16,,"69,997,908",96848.0,,203349.0,,52667
25,809,,85.0,,,,"35,995,485",10/26/16,,"70,101,778",103870.0,,203410.0,,52466
26,101,,23.0,,,,"36,016,539",10/27/16,,"70,141,438",39660.0,,203449.0,,21054
27,766,,111.0,,,,"36,062,772",10/28/16,,"70,231,295",89857.0,,203492.0,,46233
28,2615,,153.0,,,,"36,105,285",10/29/16,,"70,334,569",103274.0,,203579.0,,42513
29,2971,,114.0,,,,"36,143,045",10/30/16,,"70,442,141",107572.0,,203697.0,,37760
30,1090,,123.0,,,,"36,193,116",10/31/16,,"70,550,016",107875.0,,203787.0,,50071
31,868,,105.0,,,,"36,249,060",11/1/16,,"70,660,072",110056.0,,203888.0,,55944
32,1242,,141.0,,,,"36,311,193",11/2/16,,"70,793,330",133258.0,,203993.0,,62133
33,943,,174.0,,,,"36,370,825",11/3/16,,"70,918,003",124673.0,,204108.0,,59632
34,1538,,207.0,,,,"36,428,692",11/4/16,,"71,044,510",126507.0,,204195.0,,57867
35,3416,,177.0,,,,"36,477,379",11/5/16,,"71,173,149",128639.0,,204301.0,,48687
36,2293,,97.0,,,,"36,516,792",11/6/16,,"71,277,335",104186.0,,204428.0,,39413
37,972,,119.0,,,,"36,566,675",11/7/16,,"71,383,819",106484.0,,204520.0,,49883
38,1137,,107.0,,,,"36,623,264",11/8/16,,"71,507,537",123718.0,,204616.0,,56589
39,257,,40.0,,,,"36,661,314",11/9/16,,"71,583,420",75883.0,,204660.0,,38050
40,813,,139.0,,,,"36,712,177",11/10/16,,"71,694,892",111472.0,,204728.0,,50863
41,1248,,165.0,,,,"36,758,003",11/11/16,,"71,799,913",105021.0,,204802.0,,45826
42,1916,,114.0,,,,"36,792,667",11/12/16,,"71,886,881",86968.0,,204865.0,,34664
43,2076,,95.0,,,,"36,829,473",11/13/16,,"71,982,560",95679.0,,204958.0,,36806
44,728,,97.0,,,,"36,878,283",11/14/16,,"72,096,150",113590.0,,205034.0,,48810
45,105,,16.0,,,,36901167,11/15/16,,72144947,48797.0,,205073.0,,22884
46,703,,113.0,,,,	36954495,11/16/16,,	72252778,107831.0,,205170.0,,53328
47,711,,106.0,,,,	37008384,11/17/16,,	72362196,109418.0,,205231.0,,53889
48,1051,,125.0,,,,	37061754,11/18/16,,	72471998,109802.0,,205286.0,,53370
49,2272,,87.0,,,,	37102962,11/19/16,,	72570019,98021.0,,205376.0,,41208
50,350,,34.0,,,,	37123578,11/20/16,,	72615791,45772.0,,205407.0,,20616
51,148,,38.0,,,,	37156542,11/21/16,,	72685545,69754.0,,205449.0,,32964
52,290,,35.0,,,,	37193265,11/22/16,,	72758137,72592.0,,205479.0,,36723
53,481,,56.0,,,,	37227727,11/23/16,,	72831142,73005.0,,205501.0,,34462
54,641,,73.0,,,,	37239849,11/24/16,,	72873485,42343.0,,205518.0,,12122
55,1011,,67.0,,,,	37260829,11/25/16,,	72935929,62444.0,,205545.0,,20980
56,1356,,44.0,,,,	37284639,11/26/16,,	73001583,65654.0,,205572.0,,23810
57,945,,31.0,,,,	37308715,11/27/16,,	73075964,74381.0,,205607.0,,24076
58,485,,42.0,,,,	37350801,11/28/16,,	73159264,83300.0,,205667.0,,42086
59,48,,9.0,,,,	37365385,11/29/16,,	73190253,30989.0,,205696.0,,14584
60,117,,10.0,,,,	37389819,11/30/16,,	73242677,52424.0,,205729.0,,24434
61,389,,58.0,,,,	37433053,12/1/16,,	73332916,90239.0,,205762.0,,43233
62,440,,52.0,,,,	37475411,12/2/16,,	73422008,89092.0,,205794.0,,42358
63,854,,58.0,,,,	37505264,12/3/16,,	73492861,70853.0,,205824.0,,29853
64,930,,28.0,,,,	37532718,12/4/16,,	73564590,71729.0,,205857.0,,27454
65,278,,38.0,,,,	37568645,12/5/16,,	73644804,80214.0,,205897.0,,35927
66,228,,26.0,,,,	37601970,12/6/16,,	73711991,67187.0,,205939.0,,33325
67,270,,18.0,,,,	37639980,12/7/16,,	73788596,76605.0,,205967.0,,38010
68,235,,23.0,,,,	37679601,12/8/16,,	73860815,72219.0,,205998.0,,39621
69,214,,31.0,,,,	37713141,12/9/16,,	73924765,63950.0,,206021.0,,33540
70,490,,20.0,,,,37735520,12/10/16,,73977481,52716.0,,206033.0,,22379
71,287,,6.0,,,,	37753318,12/11/16,,	74019221,41740.0,,206049.0,,17798
72,175,,14.0,,,,	37782353,12/12/16,,	74077922,58701.0,,206066.0,,29035
73,299,,21.0,,,,	37821376,12/13/16,,	74146780,68858.0,,206090.0,,39023
74,257,,16.0,,,,	37859175,12/14/16,,	74218578,71798.0,,206130.0,,37799
75,80,,13.0,,,,	37884177,12/15/16,,	74264418,45840.0,,206145.0,,25002
76,139,,11.0,,,,	37908661,12/16/16,,	74312706,48288.0,,206171.0,,24484
77,36,,7.0,,,,	37915654,12/17/16,,	74335069,22363.0,,206176.0,,6993
78,168,,14.0,,,,	37931949,12/18/16,,	74373528,38459.0,,206200.0,,16295
79,119,,12.0,,,,	37957597,12/19/16,,	74423933,50405.0,,206225.0,,25648
80,202,,22.0,,,,	37985274,12/20/16,,	74474341,50408.0,,206250.0,,27677
81,244,,20.0,,,,	38015885,12/21/16,,	74530087,55746.0,,206270.0,,30611
82,302,,18.0,,,,	38046759,12/22/16,,	74586528,56441.0,,206293.0,,30874
83,399,,27.0,,,,	38073094,12/23/16,,	74639846,53318.0,,206320.0,,26335
84,147,,10.0,,,,38081108,12/24/16,,	74667879,28033.0,,206334.0,,8014
85,1052,,43.0,,,,38091027,12/25/16,,	74706088,38209.0,,206369.0,,9919
86,315,,27.0,,,,	38101801,12/26/16,,	74738534,32446.0,,206400.0,,10774
87,960,,68.0,,,,	38127747,12/27/16,,	74799913,61379.0,,206450.0,,25946
88,619,,38.0,,,,	38151343,12/28/16,,	74852850,52937.0,,206476.0,,23596
89,104,,8.0,,,,	38164545,12/29/16,,	74882481,29631.0,,206503.0,,13202
90,641,,49.0,,,,	38185911,12/30/16,,	74928224,45743.0,,206543.0,,21366
91,798,,33.0,,,,	38201836,12/31/16,,	74975034,46810.0,,206585.0,,15925
0,767,,43.0,,,,,4/1/17,,,67299.0,,210739.0,,23849
1,3639,,58.0,,,,,4/2/17,,,130087.0,,210915.0,,39779
2,970,,68.0,,,,,4/3/17,,,104217.0,,211075.0,,43484
3,183,,23.0,,,,,4/4/17,,,63091.0,,211171.0,,29990
4,1192,,59.0,,,,,4/5/17,,,108281.0,,211310.0,,47635
5,67,,12.0,,,,,4/6/17,,,44411.0,,211362.0,,18020
6,456,,43.0,,,,,4/7/17,,,81358.0,,211440.0,,35779
7,2719,,83.0,,,,,4/8/17,,,108886.0,,211589.0,,35936
8,4390,,114.0,,,,,4/9/17,,,137240.0,,211806.0,,43895
9,2164,,139.0,,,,,4/10/17,,,124356.0,,212050.0,,50422
10,2699,,135.0,,,,,4/11/17,,,150222.0,,212298.0,,57309
11,1493,,108.0,,,,,4/12/17,,,113959.0,,212484.0,,51188
12,2388,,129.0,,,,,4/13/17,,,131228.0,,212648.0,,52915
13,3451,,273.0,,,,,4/14/17,,,149382.0,,212812.0,,52230
14,3981,,235.0,,,,,4/15/17,,,134526.0,,212950.0,,42531
15,6143,,361.0,,,,,4/16/17,,,157912.0,,213172.0,,48137
16,2019,,234.0,,,,,4/17/17,,,127619.0,,213385.0,,53247
17,1624,,194.0,,,,,4/18/17,,,126129.0,,213580.0,,53809
18,738,,55.0,,,,,4/19/17,,,97587.0,,213703.0,,45788
19,1065,,172.0,,,,,4/20/17,,,108427.0,,213819.0,,44260
20,1194,,129.0,,,,,4/21/17,,,92348.0,,213913.0,,39868
21,5173,,102.0,,,,,4/22/17,,,101444.0,,214028.0,,34596
22,4541,,420.0,,,,,4/23/17,,,142563.0,,214278.0,,49106
23,1143,,123.0,,,,,4/24/17,,,103241.0,,214462.0,,48692
24,201,,36.0,,,,,4/25/17,,,47829.0,,214552.0,,20332
25,595,,109.0,,,,,4/26/17,,,81859.0,,214654.0,,37727
26,1412,,266.0,,,,,4/27/17,,,122394.0,,214793.0,,52035
27,2963,,458.0,,,,,4/28/17,,,163665.0,,214965.0,,62199
28,5699,,562.0,,,,,4/29/17,,,180290.0,,215219.0,,57701
29,2921,,340.0,,,,,4/30/17,,,125305.0,,215455.0,,42928
30,1813,,311.0,,,,,5/1/17,,,136675.0,,215724.0,,56218
31,1827,,309.0,,,,,5/2/17,,,142585.0,,216017.0,,61205
32,1537,,247.0,,,,,5/3/17,,,141936.0,,216239.0,,59251
33,1626,,239.0,,,,,5/4/17,,,144583.0,,216436.0,,57428
34,355,,52.0,,,,,5/5/17,,,58278.0,,216535.0,,24009
35,3349,,363.0,,,,,5/6/17,,,127879.0,,216768.0,,46616
36,1921,,196.0,,,,,5/7/17,,,90625.0,,216928.0,,34293
37,1230,,253.0,,,,,5/8/17,,,114260.0,,217147.0,,51553
38,1179,,199.0,,,,,5/9/17,,,118257.0,,217341.0,,56461
39,1362,,225.0,,,,,5/10/17,,,136080.0,,217512.0,,58452
40,1313,,205.0,,,,,5/11/17,,,135699.0,,217673.0,,57208
41,1784,,189.0,,,,,5/12/17,,,132477.0,,217840.0,,56671
42,117,,0.0,,,,,5/13/17,,,28193.0,,217905.0,,5704
43,2664,,222.0,,,,,5/14/17,,,114819.0,,218120.0,,38729
44,1279,,185.0,,,,,5/15/17,,,129870.0,,218356.0,,54715
45,1850,,283.0,,,,,5/16/17,,,157411.0,,218690.0,,64504
46,1864,,241.0,,,,,5/17/17,,,153500.0,,219023.0,,65791
47,1929,,270.0,,,,,5/18/17,,,149837.0,,219304.0,,63753
48,2310,,275.0,,,,,5/19/17,,,145832.0,,219564.0,,62143
49,3486,,251.0,,,,,5/20/17,,,135405.0,,219776.0,,47858
50,4903,,287.0,,,,,5/21/17,,,160019.0,,220097.0,,54873
51,218,,22.0,,,,,5/22/17,,,61049.0,,220269.0,,24627
52,1579,,224.0,,,,,5/23/17,,,139680.0,,220513.0,,60024
53,1558,,153.0,,,,,5/24/17,,,135482.0,,220735.0,,60621
54,143,,27.0,,,,,5/25/17,,,50743.0,,220840.0,,17494
55,2224,,306.0,,,,,5/26/17,,,133402.0,,221049.0,,53763
56,4590,,511.0,,,,,5/27/17,,,145924.0,,221271.0,,46533
57,5229,,374.0,,,,,5/28/17,,,151063.0,,221515.0,,46724
58,1149,,77.0,,,,,5/29/17,,,75825.0,,221745.0,,26321
59,962,,204.0,,,,,5/30/17,,,114629.0,,222057.0,,50192
60,1596,,197.0,,,,,5/31/17,,,142097.0,,222764.0,,59494
61,1957,,289.0,,,,,6/1/17,,,163063.0,,222977.0,,67404
62,2315,,357.0,,,,,6/2/17,,,157299.0,,223162.0,,66905
63,4627,,356.0,,,,,6/3/17,,,155712.0,,223356.0,,56263
64,2270,,103.0,,,,,6/4/17,,,100571.0,,223520.0,,40138
65,1286,,204.0,,,,,6/5/17,,,123795.0,,223719.0,,55882
66,523,,89.0,,,,,6/6/17,,,86679.0,,223834.0,,41268
67,1536,,258.0,,,,,6/7/17,,,149853.0,,223969.0,,64452
68,1631,,266.0,,,,,6/8/17,,,132716.0,,224131.0,,62652
69,2513,,313.0,,,,,6/9/17,,,156787.0,,224289.0,,66504
70,4764,,296.0,,,,,6/10/17,,,150903.0,,224455.0,,57086
71,3941,,179.0,,,,,6/11/17,,,140711.0,,224654.0,,51427
72,1561,,201.0,,,,,6/12/17,,,133564.0,,224889.0,,57870
73,1407,,179.0,,,,,6/13/17,,,129444.0,,225078.0,,60920
74,1573,,218.0,,,,,6/14/17,,,137988.0,,225231.0,,60510
75,1885,,227.0,,,,,6/15/17,,,144513.0,,225430.0,,64761
76,1507,,177.0,,,,,6/16/17,,,128201.0,,225556.0,,56401
77,2243,,209.0,,,,,6/17/17,,,83755.0,,225683.0,,34899
78,3730,,295.0,,,,,6/18/17,,,138414.0,,225864.0,,49469
79,878,,158.0,,,,,6/19/17,,,88057.0,,226025.0,,38308
80,1781,,215.0,,,,,6/20/17,,,146794.0,,226220.0,,64670
81,1666,,258.0,,,,,6/21/17,,,154525.0,,226394.0,,67215
82,1818,,260.0,,,,,6/22/17,,,158453.0,,226589.0,,66304
83,1585,,205.0,,,,,6/23/17,,,129797.0,,226695.0,,55321
84,4277,,314.0,,,,,6/24/17,,,141282.0,,226849.0,,52150
85,4527,,256.0,,,,,6/25/17,,,158625.0,,227015.0,,54645
86,2024,,297.0,,,,,6/26/17,,,145321.0,,227211.0,,62661
87,1697,,229.0,,,,,6/27/17,,,151112.0,,227418.0,,64762
88,1893,,208.0,,,,,6/28/17,,,159263.0,,227679.0,,67740
89,1703,,210.0,,,,,6/29/17,,,146419.0,,227855.0,,64260
90,2024,,293.0,,,,,6/30/17,,,132583.0,,228047.0,,58660
0,2828,,372.0,,,,,7/1/17,,,107126.0,,228157.0,,36737
1,4314,,458.0,,,,,7/2/17,,,128397.0,,228306.0,,43035
2,3243,,316.0,,,,,7/3/17,,,130240.0,,228473.0,,48193
3,4929,,315.0,,,,,7/4/17,,,146441.0,,228669.0,,49924
4,1886,,267.0,,,,,7/5/17,,,149487.0,,228908.0,,60321
5,1646,,264.0,,,,,7/6/17,,,140767.0,,229085.0,,62147
6,1283,,216.0,,,,,7/7/17,,,103656.0,,229241.0,,44068
7,4138,,333.0,,,,,7/8/17,,,146438.0,,229453.0,,55015
8,4471,,340.0,,,,,7/9/17,,,159914.0,,229680.0,,57118
9,1546,,359.0,,,,,7/10/17,,,141463.0,,229933.0,,60908
10,1269,,227.0,,,,,7/11/17,,,141463.0,,230159.0,,61670
11,1376,,179.0,,,,,7/12/17,,,132874.0,,230336.0,,61786
12,1322,,180.0,,,,,7/13/17,,,126527.0,,230514.0,,56475
13,570,,101.0,,,,,7/14/17,,,70477.0,,230610.0,,31851
14,4761,,378.0,,,,,7/15/17,,,148067.0,,230772.0,,56499
15,4497,,308.0,,,,,7/16/17,,,153666.0,,230981.0,,56833
16,1675,,289.0,,,,,7/17/17,,,141323.0,,231225.0,,62555
17,1724,,243.0,,,,,7/18/17,,,144623.0,,231416.0,,66234
18,1617,,267.0,,,,,7/19/17,,,143277.0,,231603.0,,63916
19,1439,,229.0,,,,,7/20/17,,,131871.0,,231741.0,,59665
20,1929,,304.0,,,,,7/21/17,,,136330.0,,231882.0,,60074
21,3634,,332.0,,,,,7/22/17,,,124272.0,,232049.0,,48013
22,3164,,249.0,,,,,7/23/17,,,117035.0,,232212.0,,46945
23,989,,113.0,,,,,7/24/17,,,104460.0,,232359.0,,43793
24,1549,,285.0,,,,,7/25/17,,,148542.0,,232521.0,,65339
25,2054,,248.0,,,,,7/26/17,,,168603.0,,232674.0,,70329
26,1666,,214.0,,,,,7/27/17,,,144443.0,,232820.0,,65773
27,2293,,297.0,,,,,7/28/17,,,151514.0,,232984.0,,63911
28,4085,,324.0,,,,,7/29/17,,,132509.0,,233138.0,,52955
29,5214,,376.0,,,,,7/30/17,,,165423.0,,233360.0,,59364
30,1862,,263.0,,,,,7/31/17,,,153123.0,,233614.0,,64231
31,1813,,272.0,,,,,8/1/17,,,147654.0,,233824.0,,66676
32,3291,,139.0,,,,,8/2/17,,,122622.0,,233958.0,,56179
33,1849,,257.0,,,,,8/3/17,,,146858.0,,234160.0,,66144
34,2212,,325.0,,,,,8/4/17,,,128749.0,,234312.0,,56391
35,5299,,415.0,,,,,8/5/17,,,169511.0,,234524.0,,58966
36,4686,,292.0,,,,,8/6/17,,,161492.0,,234715.0,,56473
37,249,,34.0,,,,,8/7/17,,,55927.0,,234851.0,,23395
38,1738,,331.0,,,,,8/8/17,,,145901.0,,235084.0,,65228
39,1952,,300.0,,,,,8/9/17,,,170524.0,,235283.0,,67874
40,1834,,262.0,,,,,8/10/17,,,151415.0,,235457.0,,66245
41,2360,,358.0,,,,,8/11/17,,,147098.0,,235623.0,,63134
42,5409,,405.0,,,,,8/12/17,,,173581.0,,235890.0,,60531
43,4755,,337.0,,,,,8/13/17,,,162040.0,,236098.0,,57511
44,1816,,294.0,,,,,8/14/17,,,139535.0,,236328.0,,61460
45,948,,125.0,,,,,8/15/17,,,105695.0,,236504.0,,52460
46,1905,,251.0,,,,,8/16/17,,,159032.0,,236681.0,,68434
47,2087,,261.0,,,,,8/17/17,,,156810.0,,236872.0,,66654
48,840,,124.0,,,,,8/18/17,,,90704.0,,236984.0,,36619
49,5992,,461.0,,,,,8/19/17,,,186037.0,,237324.0,,62440
50,4218,,313.0,,,,,8/20/17,,,147379.0,,237518.0,,55438
51,1832,,277.0,,,,,8/21/17,,,138059.0,,237710.0,,61055
52,1477,,260.0,,,,,8/22/17,,,133409.0,,237878.0,,60541
53,1712,,219.0,,,,,8/23/17,,,141360.0,,238057.0,,65069
54,1820,,315.0,,,,,8/24/17,,,151449.0,,238257.0,,66306
55,2316,,325.0,,,,,8/25/17,,,156344.0,,238406.0,,64217
56,3621,,214.0,,,,,8/26/17,,,132832.0,,238546.0,,50111
57,4135,,278.0,,,,,8/27/17,,,145524.0,,238771.0,,54594
58,1616,,272.0,,,,,8/28/17,,,133126.0,,239016.0,,60885
59,424,,104.0,,,,,8/29/17,,,67448.0,,239163.0,,35151
60,1760,,309.0,,,,,8/30/17,,,147325.0,,239347.0,,65328
61,1727,,260.0,,,,,8/31/17,,,144852.0,,239519.0,,64881
62,1775,,294.0,,,,,9/1/17,,,129382.0,,239653.0,,54881
63,3359,,420.0,,,,,9/2/17,,,107949.0,,239785.0,,37810
64,2394,,175.0,,,,,9/3/17,,,83988.0,,239906.0,,30955
65,5298,,362.0,,,,,9/4/17,,,164623.0,,240126.0,,55284
66,1607,,265.0,,,,,9/5/17,,,140362.0,,240378.0,,65443
67,445,,90.0,,,,,9/6/17,,,86395.0,,240541.0,,42318
68,1542,,356.0,,,,,9/7/17,,,148669.0,,240750.0,,69571
69,1976,,322.0,,,,,9/8/17,,,154397.0,,240903.0,,69616
70,4196,,272.0,,,,,9/9/17,,,150847.0,,241108.0,,60187
71,4056,,301.0,,,,,9/10/17,,,154588.0,,241329.0,,60750
72,1992,,276.0,,,,,9/11/17,,,166177.0,,241563.0,,71964
73,1737,,238.0,,,,,9/12/17,,,161263.0,,241775.0,,74623
74,1471,,199.0,,,,,9/13/17,,,146802.0,,241991.0,,69616
75,1551,,244.0,,,,,9/14/17,,,150535.0,,242211.0,,72128
76,2088,,323.0,,,,,9/15/17,,,160138.0,,242393.0,,72361
77,4304,,297.0,,,,,9/16/17,,,156839.0,,242552.0,,61077
78,3869,,229.0,,,,,9/17/17,,,156834.0,,242748.0,,60003
79,1387,,190.0,,,,,9/18/17,,,138078.0,,242968.0,,64207
80,914,,146.0,,,,,9/19/17,,,115451.0,,243128.0,,57977
81,1385,,202.0,,,,,9/20/17,,,150377.0,,243309.0,,71222
82,1690,,191.0,,,,,9/21/17,,,152463.0,,243503.0,,67799
83,2315,,259.0,,,,,9/22/17,,,163114.0,,243715.0,,70192
84,4821,,322.0,,,,,9/23/17,,,165582.0,,243967.0,,62748
85,3681,,176.0,,,,,9/24/17,,,148926.0,,244277.0,,57503
86,1537,,258.0,,,,,9/25/17,,,156367.0,,244551.0,,69271
87,1359,,257.0,,,,,9/26/17,,,156779.0,,244809.0,,71566
88,1268,,200.0,,,,,9/27/17,,,147977.0,,245051.0,,69942
89,1490,,224.0,,,,,9/28/17,,,148394.0,,245299.0,,70951
90,1875,,288.0,,,,,9/29/17,,,141709.0,,245558.0,,67246
91,2694,,214.0,,,,,9/30/17,,,113613.0,,245923.0,,50200
0,804,,,92,,,21391023,10/1/15,,38756427,55662.0,,150933.0,,34719
1,65,,,4,,,21400467,10/2/15,,38768538,12111.0,,150976.0,,9444
2,489,,,64,,,21417031,10/3/15,,38793779,25241.0,,151027.0,,16564
3,2005,,,127,,,21447245,10/4/15,,38853096,59317.0,,151167.0,,30214
4,1193,,,176,,,21491826,10/5/15,,38931761,78665.0,,151361.0,,44581
5,1328,,,167,,,21541546,10/6/15,,39021666,89905.0,,151461.0,,49720
6,1211,,,172,,,21591687,10/7/15,,39111252,89586.0,,151579.0,,50141
7,1436,,,180,,,21641866,10/8/15,,39200211,88959.0,,151968.0,,50179
8,1302,,,97,,,21679149,10/9/15,,39265257,65046.0,,152132.0,,37283
9,3864,,,206,,,21718497,10/10/15,,39352832,87575.0,,152260.0,,39348
10,4004,,,171,,,21757464,10/11/15,,39445439,92607.0,,152421.0,,38967
11,2452,,,189,,,21803048,10/12/15,,39548323,102884.0,,153049.0,,45584
12,1235,,,151,,,21852095,10/13/15,,39649744,101421.0,,153382.0,,49047
13,1069,,,150,,,21902095,10/14/15,,39749495,99751.0,,153619.0,,50000
14,1318,,,155,,,21950878,10/15/15,,39846470,96975.0,,153784.0,,48783
15,1522,,,118,,,21997364,10/16/15,,39939736,93266.0,,153866.0,,46486
16,2239,,,120,,,22029175,10/17/15,,40010600,70864.0,,154026.0,,31811
17,1141,,,75,,,22053153,10/18/15,,40060190,49590.0,,154092.0,,23978
18,661,,,116,,,22089723,10/19/15,,40127131,66941.0,,154422.0,,36570
19,1093,,,147,,,22135100,10/20/15,,40217119,89988.0,,154499.0,,45377
20,1339,,,162,,,22184221,10/21/15,,40317428,100309.0,,154626.0,,49121
21,1342,,,177,,,22233825,10/22/15,,40417454,100026.0,,154799.0,,49604
22,1429,,,123,,,22278506,10/23/15,,40508164,90710.0,,154935.0,,44681
23,2254,,,101,,,22310219,10/24/15,,40579636,71472.0,,155028.0,,31713
24,1761,,,90,,,22339508,10/25/15,,40642434,62798.0,,155118.0,,29289
25,1039,,,154,,,22381674,10/26/15,,40723815,81381.0,,155296.0,,42166
26,866,,,86,,,22426227,10/27/15,,40806989,83174.0,,155445.0,,44553
27,128,,,25,,,22446963,10/28/15,,40841029,34040.0,,155572.0,,20736
28,1179,,,167,,,22492322,10/29/15,,40931396,90367.0,,155697.0,,45359
29,1558,,,154,,,22536843,10/30/15,,41021680,90284.0,,155873.0,,44521
30,2206,,,145,,,22568602,10/31/15,,41091762,70082.0,,156005.0,,31759
31,2090,,,111,,,22599224,11/1/15,,41158701,66939.0,,156096.0,,30622
32,1316,,,190,,,22643758,11/2/15,,41247800,89099.0,,156208.0,,44534
33,1567,,,166,,,22693084,11/3/15,,41348560,100760.0,,156301.0,,49326
34,1217,,,139,,,22742571,11/4/15,,41447704,99144.0,,156400.0,,49487
35,849,,,108,,,22785577,11/5/15,,41528980,81276.0,,156499.0,,43006
36,1571,,,122,,,22832739,11/6/15,,41624301,95321.0,,156561.0,,47162
37,2643,,,149,,,22868325,11/7/15,,41704167,79866.0,,156647.0,,35586
38,2361,,,99,,,22900643,11/8/15,,41777496,73329.0,,156743.0,,32318
39,899,,,102,,,22942905,11/9/15,,41855906,78410.0,,156820.0,,42262
40,120,,,42,,,22964490,11/10/15,,41890753,34847.0,,156963.0,,21585
41,712,,,95,,,23002195,11/11/15,,41959449,68696.0,,157038.0,,37705
42,430,,,61,,,23039514,11/12/15,,42024005,64556.0,,157143.0,,37319
43,892,,,78,,,23078484,11/13/15,,42094195,70190.0,,157226.0,,38970
44,1349,,,72,,,23103784,11/14/15,,42144598,50403.0,,157296.0,,25300
45,1497,,,78,,,23129775,11/15/15,,42199334,54736.0,,157392.0,,25991
46,833,,,105,,,23170691,11/16/15,,42277723,78389.0,,157491.0,,40916
47,488,,,66,,,23209630,11/17/15,,42345874,68151.0,,157570.0,,38939
48,498,,,82,,,23251116,11/18/15,,42418904,73030.0,,157628.0,,41486
49,167,,,37,,,23273006,11/19/15,,42455788,36884.0,,157666.0,,21890
50,890,,,73,,,23311211,11/20/15,,42526980,71192.0,,157702.0,,38205
51,1572,,,65,,,23339249,11/21/15,,42583268,56288.0,,157731.0,,28038
52,905,,,39,,,23362593,11/22/15,,42628011,44743.0,,157781.0,,23344
53,382,,,43,,,23392729,11/23/15,,42679823,51812.0,,157830.0,,30136
54,392,,,43,,,23424947,11/24/15,,42733804,53981.0,,157870.0,,32218
55,636,,,54,,,23455242,11/25/15,,42789308,55504.0,,157893.0,,30295
56,1436,,,61,,,23468533,11/26/15,,42825264,35956.0,,157907.0,,13291
57,1859,,,78,,,23491362,11/27/15,,42876606,51342.0,,157929.0,,22829
58,1061,,,45,,,23507194,11/28/15,,42908802,32196.0,,157952.0,,15832
59,888,,,45,,,23525647,11/29/15,,42945656,36854.0,,157997.0,,18453
60,346,,,62,,,23555868,11/30/15,,42998330,52674.0,,158047.0,,30221
61,61,,,22,,,23574267,12/1/15,,43027603,29273.0,,158067.0,,18399
62,138,,,29,,,23598049,12/2/15,,43067087,39484.0,,158096.0,,23782
63,348,,,42,,,23631966,12/3/15,,43126271,59184.0,,158130.0,,33917
64,549,,,60,,,23666703,12/4/15,,43187988,61717.0,,158157.0,,34737
65,1638,,,66,,,23693058,12/5/15,,43244215,56227.0,,158183.0,,26355
66,1321,,,53,,,23718000,12/6/15,,43296700,52485.0,,158214.0,,24942
67,554,,,84,,,23752139,12/7/15,,43357629,60929.0,,158251.0,,34139
